City Feature,Common Name,Address,Website,Longitude,Latitude
Landmarks,Eagles Temple Building,1416 7th Ave,http://seattle.gov/neighborhoods/preservation/e.htm,-122.332466,47.611152
Landmarks,*St Clocks:  Hong Kong/Shanghai Banking Co.,703 3rd Ave,http://seattle.gov/neighborhoods/preservation/h.htm,-122.33323,47.603295
Landmarks,Myron Ogden House,702 35th Ave,http://seattle.gov/neighborhoods/preservation/m.htm,-122.287964,47.608085
Landmarks,Ellsworth Storey Historic Cottages Group #1,1710 Lake Washington Blvd S,http://seattle.gov/neighborhoods/preservation/e.htm,-122.288065,47.58657
Landmarks,University Presbyterian Church Inn,4555 - 16th Ave NE,http://seattle.gov/neighborhoods/preservation/u.htm,-122.311182,47.662669
Landmarks,Supply Laundry Building,1265 Republican St,http://seattle.gov/neighborhoods/preservation/s.htm,-122.330739,47.622921
Landmarks,Seattle Yacht Club,1807 E Hamlin St,http://seattle.gov/neighborhoods/preservation/s.htm,-122.308599,47.645313
Landmarks,*Pacific-Ford Mckay Bldg,601-15 Westlake Ave N,http://seattle.gov/neighborhoods/preservation/p.htm,-122.338817,47.625398
Landmarks,Excursion Boat Virginia V,,http://seattle.gov/neighborhoods/preservation/e.htm,-122.375691,47.660112
Landmarks,Brill Trolley #798 Metro Trolley Barn,no address available,http://seattle.gov/neighborhoods/preservation/b.htm,-122.324986,47.590292
Landmarks,Salmon Bay Bridge,RR lines over Lake WA Ship Canal,http://seattle.gov/neighborhoods/preservation/s.htm,-122.401946,47.666898
Landmarks,Montlake Bridge And Montlake Cut,24th Ave E / E Montlake Pl E,http://seattle.gov/neighborhoods/preservation/m.htm,-122.304625,47.647222
Landmarks,Lake Union Steam Plant,1179 Eastlake Ave E,http://seattle.gov/neighborhoods/preservation/l.htm,-122.327487,47.63099
Landmarks,Brooklyn Building,1222 2nd Ave,http://seattle.gov/neighborhoods/preservation/b.htm,-122.336702,47.607298
Landmarks,*St Clocks:  Bentons Jewelers,3216 NE 45th St,http://seattle.gov/neighborhoods/preservation/b.htm,-122.291708,47.661665
Landmarks,*Seward School,2515 Boylston Ave E,http://seattle.gov/neighborhoods/preservation/s.htm,-122.324031,47.642692
Landmarks,St Nicholas/Lakeside School,1501 10th Ave E,http://seattle.gov/neighborhoods/preservation/s.htm,-122.320562,47.63257
Landmarks,C. H. Black House / Gardens,615 W Lee St,http://seattle.gov/neighborhoods/preservation/c.htm,-122.364991,47.630891
Landmarks,Mcfee/Klockzien House,524 W Highland Dr,http://seattle.gov/neighborhoods/preservation/m.htm,-122.364134,47.629826
Landmarks,Bower/Bystrom House,1022 Summit Ave E,http://seattle.gov/neighborhoods/preservation/b.htm,-122.325084,47.62808
Landmarks,Anhalt Apartment Building,1014 E Roy St,http://seattle.gov/neighborhoods/preservation/a.htm,-122.31917,47.625165
Landmarks,Brehm Brothers House #1,219 36th Ave E,http://seattle.gov/neighborhoods/preservation/b.htm,-122.287221,47.620683
Landmarks,Bell Building,2326 1st Ave,http://seattle.gov/neighborhoods/preservation/b.htm,-122.347193,47.614135
Landmarks,Concord Elementary School,723 S Concord St,http://seattle.gov/neighborhoods/preservation/c.htm,-122.324603,47.523613
Landmarks,Seattle Empire Laundry Building,2301 Western Ave/66 Bell St,http://seattle.gov/neighborhoods/preservation/s.htm,-122.347817,47.612628
Landmarks,Guiry Hotel,2104 1st Ave,http://seattle.gov/neighborhoods/preservation/g.htm,-122.344442,47.611816
Landmarks,Lincoln Reservoir,1000 E PINE ST,http://seattle.gov/neighborhoods/preservation/l.htm,-122.319136,47.617756
Landmarks,El Rio Apts,1922 9th Av,http://seattle.gov/neighborhoods/preservation/e.htm,-122.335129,47.61635
Landmarks,New Richmond Laundry Building,224 Pontius Ave N,http://seattle.gov/neighborhoods/preservation/n.htm,-122.331303,47.620412
Landmarks,North East Library,6801 35th Av NE,http://seattle.gov/neighborhoods/preservation/n.htm,-122.290712,47.677873
Landmarks,Rosen House,9017 Loyal Av NW,http://seattle.gov/neighborhoods/preservation/r.htm,-122.399935,47.694514
Landmarks,Admiral Theater,2343 California Ave SW,http://seattle.gov/neighborhoods/preservation/a.htm,-122.386898,47.581977
Landmarks,Thompson/Laturner House,3119 S Day St,http://seattle.gov/neighborhoods/preservation/t.htm,-122.291682,47.590092
Landmarks,Seattle Buddhist Church,1427 S Main St,http://seattle.gov/neighborhoods/preservation/s.htm,-122.313124,47.599794
Landmarks,Pacific Medical Center/Former U.S. Marine Hospital,1200 12th Ave S,http://seattle.gov/neighborhoods/preservation/p.htm,-122.316347,47.592715
Landmarks,Kraus/Andersson House,2812 Mount St Helens Pl S,http://seattle.gov/neighborhoods/preservation/k.htm,-122.286346,47.578023
Landmarks,Cotterill House,2501 Westview Dr W,http://seattle.gov/neighborhoods/preservation/c.htm,-122.370966,47.640871
Landmarks,Ramsing House,540 NE 80th St,http://seattle.gov/neighborhoods/preservation/r.htm,-122.321195,47.68701
Landmarks,Olympic Warehouse And Cold Storage Building,1205 Western Ave,http://seattle.gov/neighborhoods/preservation/o.htm,-122.339272,47.605785
Landmarks,Puget Sound Bank (Bank Of California),815 2nd Ave,http://seattle.gov/neighborhoods/preservation/p.htm,-122.334546,47.604007
Landmarks,Josephinum/New Washington Hotel,1902 2nd Ave,http://seattle.gov/neighborhoods/preservation/j.htm,-122.340473,47.611362
Landmarks,Coliseum Theatre Building,5th Ave / Pike St,http://seattle.gov/neighborhoods/preservation/c.htm,-122.335487,47.611031
Landmarks,Rainier Cold Storage/Ice/Seattle Brewing/Malting Co. Bldg,6002 Airport Way S,http://seattle.gov/neighborhoods/preservation/r.htm,-122.316923,47.549272
Landmarks,Charles Bussell House (Eman/Jacobsen),1630 36th Ave,http://seattle.gov/neighborhoods/preservation/c.htm,-122.286699,47.616036
Landmarks,Green Lake Library,7364 E Green Lake Wy N,http://seattle.gov/neighborhoods/preservation/g.htm,-122.326676,47.681511
Landmarks,Queen Anne Library,400 W Garfield St,http://seattle.gov/neighborhoods/preservation/q.htm,-122.362755,47.633785
Landmarks,*Volunteer Park Conservatory,1400 E Galer St,http://seattle.gov/neighborhoods/preservation/v.htm,-122.315754,47.632131
Landmarks,*Cheasty Blvd South,,http://seattle.gov/neighborhoods/preservation/c.htm,-122.29929,47.568147
Landmarks,Seattle Monorail,,http://seattle.gov/neighborhoods/preservation/s.htm,-122.336998,47.611934
Landmarks,*Garfield High School,400 23rd Ave,http://seattle.gov/neighborhoods/preservation/g.htm,-122.301983,47.604496
Landmarks,Henry Owen Shuey House,528 16th Ave NE,http://seattle.gov/neighborhoods/preservation/h.htm,-122.311043,47.624158
Landmarks,Pantages House,803 E Denny Way,http://seattle.gov/neighborhoods/preservation/p.htm,-122.321954,47.618565
Landmarks,Seattle Fire Station #13,3601 Beacon Ave S,http://seattle.gov/neighborhoods/preservation/s.htm,-122.308713,47.571708
Landmarks,*Montlake Community Center,1618 E Calhoun St.,http://seattle.gov/neighborhoods/preservation/m.htm,-122.309963,47.641715
Landmarks,Seattle Fire Station #6,101 23rd Ave S,http://seattle.gov/neighborhoods/preservation/s.htm,-122.302767,47.601488
Landmarks,William Tell Hotel,2327 2nd Ave,,-122.34684,47.61438
Landmarks,Women'S University Club,1105 6th Ave,,-122.33186,47.60781
Landmarks,Washington Athletic Club,1325 6th Ave,,-122.33379,47.60968
Landmarks,Terminal Sales Building,1931 2nd Ave,,-122.34167,47.61144
Landmarks,Brasa,2107 3rd Ave,,-122.34282,47.61319
Landmarks,320 Terry Ave N,320 Terry Ave N,,-122.33678,47.6215
Landmarks,Fischer Studio Building,1519 3rd Ave,,-122.33859,47.61019
Landmarks,Cowen Park Bridge,15th Ave NE / Cowen Pl NE,http://seattle.gov/neighborhoods/preservation/c.htm,-122.311954,47.67312
